user_id,isbn
2329,9782889011360; 2889011364 9783905782691; 3905782693; 9783906211084; 3906211088; 9783905782608; 390578260X; 9783905782653; 3905782650; 9783905782660; 3905782669; 9783905782677; 3905782677; 9783905782684; 3905782685 9782413048176; 2413048170; 9782413048183; 2413048189; 9782413078678; 2413078673; 9782413080633; 2413080635; 9782413080640; 2413080643 9782889442249; 2889442241 9782810429851; 2810429855 9782885002997; 2885002999; 9782885002973; 2885002972; 9782885002980; 2885002980 2851082248; 9782851082244 2080283200; 9782080283207 9782203088405; 2203088400 9782493188144; 2493188144
2330,nan 9783719040413; 3719040410; 9783719044909; 3719044904 nan 3725547173; 9783725547173 2226476474; 9782226476470 9782880493783; 2880493781 9782889538171; 2889538176 9782889151264; 2889151263 9782246813606; 2246813603 9782878333497; 2878333497
2331,9782746713222; 2746713225 9781475809787; 1475809786; 9781475809794; 1475809794 9782828915612; 2828915611 9782343219370; 2343219370 9782738133045; 2738133045 9782846702577; 2846702578 2846360936; 9782846360937 9782221261156; 2221261151 2803679973; 9782803679973 344272550X; 9783442725502
2332,2207178560; 9782207178560 9782501122405; 2501122402 2747523373; 9782747523370 3039190040; 9783039190041 9782070363322; 2070363325 9783727220661; 372722066X 9782828915391; 2828915395 9782807306387; 2807306381 9782382031612; 2382031611 9791037507150
2333,9791022612517 9782340061408; 2340061407 9782501078054; 2501078055 9782379222344; 2379222347 2851083015; 9782851083012 285816116X; 9782858161164 9782413022213; 241302221X; 9782413036715; 2413036717 2259023851; 9782259023856 9782807314993; 2807314996 9782412028339; 2412028338
2334,9783725587780; 3725587787 9782035966650; 2035966655 2070118487; 9782070118489; 2070117022; 9782070117024; 2070117030; 9782070117031; 9782070117048; 2070117049; 9782070117055; 2070117057 9782226208965; 2226208968 9782818014660; 2818014662 2708406906; 9782708406902 9783038913269; 303891326X nan nan 9783292008473; 3292008476
2335,2416000063; 9782416000065 9782130792918; 213079291X nan 9783836580915; 3836580918 9782889010769; 2889010767 9780141190273; 0141190272 9782940641499; 2940641498 9782406114819; 2406114813; 9782406114826; 2406114821 9782012904019; 2012904017 9782343115962; 2343115966
2336,9782810438198; 2810438196 9782882508935; 288250893X 9782702160930; 270216093X 9782330178987; 2330178980 9782375021972; 2375021975 9783909676385; 3909676383 9782494289406; 2494289408 9791037509741 9782970059295; 2970059290 nan
2337,2878111680; 9782878111682 9782889012152; 2889012158 9782749178097; 2749178096 9782804176266; 2804176266 9783719045029; 3719045021 8806168894; 9788806168896 9782251240060; 2251240063 9782383381488; 2383381489 nan 9783447058506; 3447058501; 9783447111560; 3447111569
2338,nan 284967026X; 9782849670262 9783727227974; 3727227974 9782080431202; 208043120X 9782344048863; 2344048863 9782081270718; 2081270714 2826500503; 9782826500506 9782017193258; 2017193259 2745348701; 9782745348708 9782416008283; 2416008285
2339,9782754106405; 2754106405 2765059411; 9782765059417 9782940698547; 2940698546 nan 9791021053984 9783725580439; 372558043X nan 9782305078236; 2305078234 2733210319; 9782733210314 9783719041809; 3719041808
2340,9782070749997; 2070749991 9782072925290; 2072925290 9782200621070; 2200621078 9782379222191; 2379222193 9780812239195; 0812239199 nan 9782725641904; 272564190X 9782828921729; 2828921727 2234012171; 9782234012172 2710142589; 9782710142584
2341,3727235314; 9783727235313 9782490698271; 2490698273 9782709648523; 2709648520 9782505012238; 2505012237; 9782505012245; 2505012245; 9782505012573; 2505012571; 9782505014089; 2505014086; 9782505014508; 2505014507; 9782505014782; 2505014787; 9782505015321; 2505015325; 9782505015628; 2505015627; 9782505016830; 2505016836; 978250501710 9783725588695; 3725588694 9782317031670; 231703167X 9782368463079; 2368463070 9791030104585 9782889537020; 2889537021 9782070135226; 2070135225
2342,9789401469203; 9401469202 9782924804056; 2924804051 9782970128700; 2970128705 9783905699425; 3905699427 9782294771415; 2294771419 9782917897898; 2917897899 2865865037; 9782865865031 9782842777319; 284277731X 9782368465387; 2368465383 2226125574; 9782226125576
2343,9782702184004; 2702184006 9782889010349; 2889010341 9782709671309; 2709671301 9780521836722; 0521836727 9783719042400; 3719042405 9782870973011; 2870973012 5890420399; 9785890420398 9782036008038; 2036008038 2020224542; 9782020224543; 2020224526; 9782020224529; 2020224534; 9782020224536; 2020224550; 9782020224550 9782283032152; 2283032156
2344,9783727222306; 3727222301 nan 9782606021818; 2606021819 9782953331103; 2953331107 9782717872576; 2717872574 9783725582075; 3725582076 9791092928143 9782017164005; 2017164003 274675083X; 9782746750838 9782200601157; 2200601158
2345,9791030418255 9782080440587; 2080440586 9782366247992; 2366247990 9782021538557; 2021538559 9782354563806; 2354563809 9782226491428; 2226491422 9782889153077; 288915307X 9781927363744; 1927363748; 9781927363782; 1927363780 9782340073296; 2340073294 9782807300187; 2807300189
2346,nan 9782415005313; 2415005312 9782100849789; 2100849786 0802835120; 9780802835123 9791037020208 9782072953477; 2072953472 9782070145683; 2070145689 2606006437; 9782606006433 2091819212; 9782091819211 9782416000812; 2416000810
2347,9782729622077; 2729622071 9780857528124; 0857528122 2080357549; 9782080357540 9782717870541; 2717870547 372530260X; 9783725302604 2080432494; 9782080432490 9782373613322; 2373613328 9782413078548; 2413078541 9782081245648; 2081245647 2348077329; 9782348077326
2348,9782212552331; 2212552335 9780241955345; 0241955343 9791039114905 9782889560035; 2889560031 3719006735; 9783719006730 9782130617068; 2130617069 9782253088622; 2253088625; 3010000021353 9780571272136; 0571272134; 9780571224142; 0571224148 9782889071999; 2889071995 9782746763029; 2746763028
2349,2880280303; 9782880280307 9782505083368; 2505083363 9782354802158; 2354802153 2020861208; 9782020861205 9782725637754; 2725637759 9782746713222; 2746713225 9782067256132; 2067256130 9783719037314; 3719037312 9782749950631; 2749950635 nan
2350,9782804146306; 2804146308 9782246829355; 2246829356 9782709670630; 2709670631 2601030178; 9782601030174 9783725558735; 3725558736 9782067260146; 2067260146 9782889501281; 2889501280 9782258085602; 2258085608 9783727229688; 3727229683 9782848768861; 284876886X
2351,9782729853921; 2729853928 9783719025526; 3719025527 9782606016425; 2606016424 2738425062; 9782738425065 2940110506; 9782940110506 9783037513019; 3037513012 9782321015161; 2321015160 nan 9782760620773; 2760620778 3727294876; 9783727294877
2352,9782070781607; 2070781607 9782957245420; 2957245426 9782021479423; 2021479420 9782362663635; 2362663639 9782813222602; 2813222607 nan 9782355222122; 2355222126 2259023266; 9782259023269 nan 2203106301; 9782203106307
2353,9782020055130; 2020055139 9782723489904; 2723489906 9782603030073; 2603030078 nan 9782226395160; 2226395164 9782940645084; 2940645086 9782725624907; 2725624908 9782824621616; 2824621613 9791040114734; 9791040117711; 9791040114352 9782223113910; 2223113915
2354,2882561776; 9782882561770; 2882561784; 9782882561787; 2882561792; 9782882561794 9782749952352; 2749952352 9782227500822; 2227500824 9782330077495; 2330077491 3727290099; 9783727290091 9782846812955; 2846812950; 9782846813426; 2846813426; 9782912464491; 2912464498; 9782846810302; 2846810303 9782259319621; 2259319629 9782100728626; 2100728628 2714312799; 9782714312792 9782413009832; 2413009833
2355,3874523535; 9783874523530 9782012044616; 2012044611; 9782013918220; 2013918224; 9782012044623; 201204462X; 9782012044630; 2012044638; 9782016270066; 2016270063; 9782016270172; 2016270179; 9782016270189; 2016270187; 9782017140337; 2017140333 9782970057901; 2970057905 2738457029; 9782738457028 9782807338616; 2807338615 2880740975; 9782880740979 9782707178923; 2707178926 nan 9782724616552; 2724616553 nan
2356,9782723463409; 2723463400; 9782723463416; 2723463419; 9782723464802; 2723464806; 9782723464819; 2723464814; 9782723464826; 2723464822; 9782723466530; 2723466531; 9782723466547; 272346654X; 9782723466554; 2723466558; 9782723466561; 2723466566; 978272346657 9782350175195; 2350175197 9782940404056; 2940404054 9781407359311; 1407359312; 9781407359328; 1407359320; 9781407315324; 1407315323 9782228915434; 2228915432 2019466139; 9782019466138 2406063712; 9782406063711; 2406063720; 9782406063728 9782081360440; 2081360446 9782885004601; 2885004606 9782226249685; 2226249680
2357,0860913295; 9780860913290; 0860915468; 9780860915461 9791091285896 9782017188186; 2017188182 9782205078046; 2205078046 9782081392502; 208139250X 2710145081; 9782710145080 9782368127803; 2368127801 9783727217678; 3727217677 9782940771004; 2940771006 9782406112020; 2406112020; 9782406112037; 2406112039
2358,nan 9783725587292; 3725587299 9782283033258; 228303325X 9782889012350; 2889012352 9791032708484; 9791032710005; 9791032710081; 9791032710180; 9791032710418 9782330101442; 2330101449 9782344052310; 2344052313 9782889012541; 2889012549 2211062083; 9782211062084 9783498003203; 3498003208
2359,9782221264461; 2221264460 9781905375462; 1905375468 9788828517276; 8828517271 nan 9782714474346; 2714474349 9782358722179; 2358722170 2072976200; 9782072976209 9782940584222; 2940584222 9783725562121; 3725562121 9782350175362; 2350175367
2360,9783905699173; 3905699176 9782808204828; 2808204825 9782353274383; 2353274382 9782707190604; 2707190608 9782715404465; 2715404468 9782036028265; 2036028268 2708135805; 9782708135802 9782756537702; 2756537705 9782807300385; 2807300383 9782226317186; 222631718X
2361,1035012812; 9781035012817; 1035012804; 9781035012800 9783719031565; 371903156X 3110182653; 9783110182651 9791020904140 9782725635828; 2725635829 9780345816023; 0345816021 9782749263595; 274926359X 9782330189143; 2330189141 2738111378; 9782738111371 9783727272158; 3727272155
2362,9782344045909; 2344045902; 9782344045992; 2344045996; 9782344046005; 2344046003 9782211222952; 2211222951 9791037509741 9782343138268; 2343138265 9782760555990; 2760555992 9782130832867; 2130832865 9782130589099; 213058909X 9782956247692; 2956247697 9782130627906; 2130627900 9782804193676; 2804193675
2363,9782882840585; 2882840586; 9782881461422; 2881461425 9782259314657; 2259314651 9782205084948; 2205084941 9782378963385; 2378963386 9782200621902; 2200621906 9782205085761; 220508576X 9782205055641; 220505564X 9782889151516; 2889151514 9782803635580; 2803635585 5876040673; 9785876040671
2364,9782732496962; 2732496960 0008280681; 9780008280680 9782021476736; 2021476731 9783725586875; 372558687X 9782226475947; 222647594X 9782317033070; 2317033079 9782246832720; 2246832721 9782889012299; 2889012298 9782811672591; 2811672591; 9782811674076; 2811674071; 9782811674083; 281167408X; 9782811674090; 2811674098; 9782811680138; 2811680136 2294761766; 9782294761768
2365,9783725554843; 3725554846 9783725586998; 3725586993 9782365497220; 2365497225 9782369742746; 2369742747; 9782369742753; 2369742755; 9782369742760; 2369742763; 9782369743750; 2369743751; 9782369747178; 236974717X; 9782369747215; 2369747218 9782294751080; 2294751086 2940110654; 9782940110650 9782340061408; 2340061407 9782100789429; 2100789422 9782330185381; 2330185383 9782889012213; 2889012212
2366,9782807332034; 280733203X 9781912520046; 1912520044 2829006011; 9782829006012 9782226478481; 2226478485 9780593597217; 0593597214 9782490297030; 2490297031 9791021052925 9782760620773; 2760620778 9782753579187; 2753579180 9789403513003; 9403513004; 9789403535227; 9403535229; 9789403535234; 9403535237
2367,nan 9782067250956; 2067250957 nan 2744405159; 9782744405150 9783836532570; 3836532573 9782072988585; 2072988586 9782294776373; 2294776372 9782732496863; 2732496863 2226476474; 9782226476470 9782702185339; 2702185339
2368,nan 9782200350642; 2200350643 9782882562012; 2882562012 9782278100149; 2278100149 2357661984; 9782357661981 2211016782; 9782211016780 9783719026806; 3719026809 9782017888062; 2017888060 9782807308497; 280730849X 9782880748050; 2880748054
2369,9783727286674; 3727286679 9782885002621; 288500262X 2827109646; 9782827109647 9782708012783; 2708012789 9782970098751; 297009875X; 9782889300471; 2889300471 9783727289262; 3727289260 9782815909570; 281590957X 9783125175334; 312517533X 9782749168418; 2749168414 3883755060; 9783883755069
2370,3518459082; 9783518459089 9782841812592; 2841812596 9782820340801; 2820340806; 9782820340818; 2820340814; 9782820340979; 2820340970; 9782820341136; 2820341136; 9782820343000; 2820343007; 9782820341273; 2820341276; 9782820343468; 2820343465; 9782820343543; 2820343546; 9782820343734; 2820343732; 978282034383 9782839922562; 2839922568 9782381910307; 2381910301 9782810100002; 2810100004 9782729814045; 2729814043 9782072988165; 2072988160 nan 9782882241481; 2882241488
2371,9791023511734 2070113213; 9782070113217 9782880494414; 2880494419 9782294082856; 2294082850 9791039901352 9782882840684; 2882840683 9782246828235; 2246828236 9782940701629; 2940701628 2283035309; 9782283035306 9788483933145; 8483933144
2372,nan 9782020542388; 2020542382 9782072954207; 2072954207 9780810923010; 0810923017 9782224034702; 2224034709 9783034320757; 3034320752 9782110096968; 2110096969 9782372870436; 2372870432; 9782372870610; 2372870610; 9782372870757; 2372870750; 9782372871198; 2372871196; 9782372871808; 2372871803; 9782372872409; 2372872400; 9782372872843; 2372872842; 9782372873390; 2372873393; 9782372873406; 2372873407; 978237287459 9782326001749; 2326001745 9782882508119; 2882508115
2373,9782251451749; 2251451749 9782364371279; 2364371279 9782246827269; 2246827264 9783034314626; 3034314620; 9783034316330; 303431633X 8885026273; 9788885026278 2070113108; 9782070113101 9791040401131 9782283032312; 2283032318 9782352121732; 2352121736 9782416003967; 2416003968
2374,9782075138512; 2075138516 3908006554; 9783908006558 9783721207323; 3721207327 9782714312495; 2714312497 9782807300514; 2807300510 9782367174860; 2367174865 9782707165756; 2707165751 0195073401; 9780195073409; 0195102681; 9780195102680 9782413039396; 2413039392 2070177726; 9782070177721
2375,9782725637754; 2725637759 9782016285916; 2016285915; 9782016285947; 201628594X; 9782017140399; 2017140392; 9782017195900; 2017195901; 9782017221319; 2017221317 9782884806206; 2884806202 9782842911430; 2842911431 8883340612; 9788883340611 9783038913634; 3038913634 2850880124; 9782850880124 207011399X; 9782070113996; 2070114007; 9782070114009 9788830307698; 8830307696 2070113434; 9782070113439
2376,nan 9782756097473; 2756097470 2070725049; 9782070725045 9782130586968; 2130586961 9782742462360; 2742462368 2830911377; 9782830911374 9791021052925 9782315010370; 2315010373 9782749939544; 2749939542 2070104672; 9782070104673
2377,9782302048881; 2302048881 9782830915693; 2830915690 9782017871590; 2017871591 9782505083368; 2505083363 1602589976; 9781602589971 9781107049703; 1107049709 9783725586479; 3725586470 nan 9782021461916; 2021461912 9782912107008; 2912107008
2378,9782379315077; 2379315078 2852035057; 9782852035058 9782072941948; 2072941946 9782382843499; 2382843497 9783909676798; 3909676790 9782017208556; 2017208558 9782234094116; 2234094119 9782882240835; 288224083X 9782845979321; 2845979320 9782804185282; 2804185281
